,Unnamed: 0,customer lifetime value,income,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,total claim amount,month
9110,9110,7744.644444,26444,196,4.0,14,0.0,1,940.8,1
9115,9115,7019.177186,26806,63,32.0,19,0.0,2,302.4,1
9117,9117,4882.286714,21236,123,3.0,12,0.0,1,131.262395,2
9120,9120,4079.132667,0,114,12.0,43,0.0,1,631.124372,2
9121,9121,5246.278375,28909,66,15.0,66,0.0,8,456.702735,1
9122,9122,8583.854913,53944,71,13.0,20,0.0,2,340.8,1
9124,9124,9800.33636,32245,124,4.0,58,0.0,8,257.502471,1
9126,9126,24826.89127,67572,102,7.0,55,0.0,2,296.209127,2
9128,9128,8646.547993,25964,76,21.0,87,2.0,2,364.8,2
9131,9131,7462.926263,70263,93,30.0,66,0.0,5,7.345946,1
9132,9132,6600.477951,0,110,18.0,95,3.0,7,1011.772647,2
9133,9133,2004.350666,0,66,16.0,35,4.0,1,316.8,2
9134,9134,3939.00637,60021,99,12.0,28,0.0,1,882.871945,1
9135,9135,3380.712383,58109,86,9.0,6,0.0,1,412.8,2
9136,9136,4653.094259,0,70,1.0,4,1.0,4,585.482275,2
9137,9137,22855.61209,20832,65,8.0,32,0.0,2,56.371967,1
9141,9141,14435.67365,60880,119,25.0,89,0.0,2,109.906628,1
9143,9143,13297.71225,50631,112,19.0,12,4.0,2,784.65781,2
9144,9144,2424.224662,22590,67,7.0,61,0.0,1,85.68352,1
9147,9147,4155.946211,0,62,8.0,20,0.0,7,446.4,1
9148,9148,4669.22664,76157,116,15.0,80,0.0,1,556.8,2
9149,9149,7017.145586,0,103,29.0,91,0.0,6,741.6,2
9151,9151,5033.693296,77031,125,17.0,17,0.0,1,600.0,2
9156,9156,20314.9976,63209,102,20.0,28,2.0,2,207.320041,1
9158,9158,6134.38779,43875,78,18.0,33,0.0,5,289.468771,1
9159,9159,3142.739611,43285,83,35.0,77,0.0,1,265.742679,1
9160,9160,7019.177186,26806,63,32.0,19,0.0,2,302.4,1
9161,9161,2656.713092,62777,67,34.0,32,0.0,1,101.288069,2
9162,9162,4358.762008,86001,109,4.0,27,1.0,1,523.2,1
9164,9164,2719.431536,37703,70,11.0,51,0.0,1,83.121963,2
9165,9165,7607.001877,0,104,3.0,62,0.0,3,638.414994,1
9166,9166,8717.049833,83846,74,22.0,94,3.0,2,355.2,2
9167,9167,6739.664992,0,93,34.0,32,0.0,9,13.073952,1
9168,9168,7405.420506,22044,65,35.0,70,0.0,2,10.393016,1
9169,9169,4170.687348,29462,107,28.0,23,1.0,1,513.6,1
9170,9170,8507.832473,56704,71,33.0,50,0.0,2,84.715044,2
9171,9171,2627.610202,94962,67,10.0,48,4.0,1,321.6,1
9172,9172,18060.47947,57882,115,1.0,61,0.0,2,552.0,1
9173,9173,4569.8758,0,124,32.0,75,0.0,1,250.723005,1
9175,9175,7406.882612,38169,62,18.0,82,0.0,2,71.678412,2
9176,9176,8163.890428,0,85,9.0,37,3.0,2,790.784983,2
9177,9177,5204.64616,29406,68,33.0,79,0.0,6,326.4,2
9178,9178,5261.117506,90217,66,14.0,88,1.0,5,316.8,1
9180,9180,8200.269735,24814,69,31.0,48,0.0,2,331.2,1
9181,9181,5483.89085,87777,68,16.0,1,0.0,7,257.708912,1
9182,9182,4515.184003,87517,112,1.0,28,1.0,1,802.278237,2
9183,9183,4015.400868,28088,102,8.0,61,0.0,1,489.6,2
9184,9184,4330.38602,60475,107,9.0,18,0.0,1,513.6,2
9188,9188,8534.792754,47325,107,0.0,92,0.0,6,64.598216,2
9190,9190,13466.92071,11432,119,11.0,9,0.0,2,571.2,2
9196,9196,15394.8718,35822,197,25.0,79,0.0,7,1404.868905,1
9200,9200,15083.78498,26021,126,6.0,32,0.0,2,331.847478,1
9201,9201,7814.604545,51972,66,19.0,22,0.0,2,316.8,2
9205,9205,4529.965388,64270,117,12.0,58,0.0,1,46.104534,2
9206,9206,3891.537785,31409,100,14.0,39,0.0,1,116.163,1
9207,9207,5297.151805,23908,70,18.0,57,0.0,4,336.0,2
9209,9209,9386.753031,42090,119,0.0,61,0.0,3,203.352239,2
9213,9213,19237.77089,35624,66,6.0,55,2.0,2,227.44626,1
9214,9214,12880.74907,24571,109,21.0,22,0.0,2,523.2,2
9217,9217,4776.186527,0,67,10.0,38,0.0,9,315.215329,2
9218,9218,2545.056879,0,71,6.0,65,0.0,1,340.8,1
9219,9219,14435.66453,70600,122,26.0,5,1.0,2,636.982333,2
9221,9221,3861.486269,93272,95,3.0,54,0.0,1,281.110788,1
9222,9222,9048.983447,0,119,9.0,8,0.0,3,571.2,1
9223,9223,2520.12318,0,70,18.0,47,0.0,1,63.043197,1
9224,9224,16548.85665,81639,82,33.0,26,0.0,2,47.952426,1
9225,9225,5137.349322,93872,64,23.0,6,0.0,6,206.495442,2
9226,9226,16547.63728,46593,70,3.0,81,0.0,2,129.151543,1
9229,9229,8105.910755,38893,103,19.0,40,0.0,9,41.965252,2
9230,9230,5007.672425,51523,62,31.0,0,0.0,3,297.6,1
9232,9232,4679.977728,21720,128,5.0,7,0.0,1,837.905079,2
9236,9236,3097.915845,0,89,16.0,59,0.0,1,427.2,2
9237,9237,4556.592993,0,73,24.0,40,2.0,9,525.6,2
9241,9241,3940.123576,92539,100,1.0,55,0.0,1,25.713622,2
9242,9242,8652.652451,65605,111,2.0,72,2.0,7,377.781658,2
9244,9244,8608.157233,21450,110,8.0,80,2.0,3,528.0,2
9245,9245,5074.246068,66933,63,8.0,0,0.0,6,160.52105,2
9246,9246,11537.50507,0,86,12.0,89,1.0,2,619.2,1
9250,9250,6451.263836,30857,81,17.0,14,0.0,7,309.161777,1
9251,9251,6715.59268,21835,90,6.0,78,0.0,7,432.0,2
9252,9252,3071.784639,47528,77,10.0,73,1.0,1,277.582137,2
9254,9254,6753.428413,44213,85,15.0,58,0.0,3,77.523904,2
9259,9259,5181.620895,97131,64,5.0,80,0.0,6,307.2,2
9262,9262,4458.113369,17622,65,1.0,36,1.0,3,312.0,1
9264,9264,8036.45034,0,112,7.0,42,0.0,9,806.4,2
9266,9266,5365.93282,62808,66,33.0,37,0.0,4,211.515893,2
9267,9267,4347.159852,38223,112,27.0,18,2.0,1,537.6,1
9268,9268,29706.78459,0,128,15.0,37,0.0,2,1345.317161,1
9269,9269,5608.155723,81914,70,6.0,33,0.0,6,198.75466,2
9272,9272,8196.077584,21706,108,19.0,28,0.0,3,518.4,2
9279,9279,8875.965501,69205,110,20.0,56,0.0,6,372.362565,2
9280,9280,3054.541283,0,88,29.0,19,0.0,1,422.4,2
9281,9281,3744.577726,0,101,3.0,32,0.0,1,727.2,1
9283,9283,11631.87866,0,152,8.0,94,0.0,7,1082.814636,1
9286,9286,2966.944264,0,81,14.0,75,0.0,1,388.8,2
9290,9290,6743.126791,0,61,2.0,76,0.0,2,292.8,1
9291,9291,7679.677721,12677,101,21.0,18,0.0,9,500.633484,2
9292,9292,8444.840217,76352,109,17.0,9,2.0,4,501.83778,2
9295,9295,6186.265217,37138,83,12.0,1,2.0,9,417.28389,2
9299,9299,20534.39224,0,93,24.0,25,0.0,2,669.6,1
9300,9300,9628.702696,71269,80,28.0,85,0.0,2,350.689559,1
9302,9302,6273.911874,18577,86,21.0,76,0.0,6,412.8,2
9303,9303,3339.764873,0,94,20.0,53,0.0,1,863.327324,1
9305,9305,9429.080755,75638,83,6.0,52,4.0,2,108.69654,2
9308,9308,6446.918637,43478,80,27.0,79,0.0,9,384.0,1
9309,9309,31920.76916,58542,114,29.0,82,0.0,2,129.985718,1
9310,9310,5032.386371,30735,63,4.0,43,0.0,7,307.080113,1
9312,9312,7263.599744,86732,180,0.0,95,0.0,1,204.373113,2
9315,9315,5893.368906,86498,74,13.0,13,1.0,5,8.529778,1
9317,9317,10213.56338,39719,131,1.0,57,0.0,3,628.8,1
9320,9320,8099.466122,0,112,19.0,42,0.0,6,438.812143,2
9321,9321,7996.597066,70061,99,2.0,57,0.0,3,699.517349,2
9323,9323,2875.43239,84768,72,6.0,31,0.0,1,110.484661,2
9324,9324,2374.147419,48911,61,15.0,6,0.0,1,292.8,2
9330,9330,4314.065657,0,64,16.0,42,1.0,5,460.8,2
9333,9333,17732.46488,42191,74,2.0,43,1.0,2,68.647736,2
9334,9334,9657.579498,0,131,34.0,61,0.0,9,628.8,1
9336,9336,2776.748342,30893,70,25.0,13,0.0,1,85.416096,1
9337,9337,20090.43865,0,66,16.0,19,1.0,2,252.149798,1
9341,9341,3644.833554,82477,90,1.0,69,0.0,1,432.0,1
9347,9347,7708.883885,71134,98,21.0,95,3.0,8,196.37368,1
9348,9348,2702.380487,46370,68,28.0,86,1.0,1,326.4,2
9349,9349,40224.01359,48587,111,7.0,14,0.0,2,532.8,2
9351,9351,4726.869327,13037,124,28.0,49,0.0,1,839.348464,1
9352,9352,6102.307214,42800,153,4.0,11,1.0,1,734.4,2
9356,9356,2749.407985,71445,70,6.0,95,2.0,1,336.0,1
9359,9359,4531.675269,0,126,19.0,39,0.0,1,907.2,2
9362,9362,15182.27975,53863,63,12.0,30,0.0,2,105.765111,2
9363,9363,7851.349465,32225,66,23.0,90,0.0,2,316.8,2
9364,9364,5408.911507,80192,67,22.0,24,0.0,7,95.193157,1
9366,9366,2499.036551,28264,63,22.0,9,0.0,1,364.622773,1
9367,9367,8485.330004,32607,111,27.0,79,1.0,8,532.8,2
9368,9368,2292.791874,0,64,18.0,30,0.0,1,460.8,2
9369,9369,6843.848971,0,66,18.0,21,0.0,2,478.509797,1
9371,9371,7928.829252,0,72,7.0,75,0.0,2,345.6,1
9372,9372,3982.266087,0,113,14.0,77,0.0,1,542.4,1
9374,9374,15512.56424,39794,133,0.0,7,0.0,2,638.4,2
9375,9375,2472.253893,62006,61,31.0,96,0.0,1,292.8,1
9378,9378,8084.846371,60662,68,10.0,38,0.0,2,326.4,1
9380,9380,5701.277221,41154,72,6.0,7,1.0,8,345.6,1
9381,9381,2409.760898,59665,62,33.0,3,1.0,1,167.138119,2
9384,9384,8072.746442,30584,68,10.0,37,0.0,2,51.662597,1
9385,9385,2899.317224,33738,74,6.0,50,1.0,1,304.390472,1
9387,9387,8010.968982,52009,68,20.0,29,0.0,2,250.416569,1
9388,9388,2678.058299,72450,66,21.0,58,0.0,1,84.218363,1
9389,9389,3329.887725,75556,84,24.0,78,0.0,1,498.927007,2
9390,9390,6782.556454,26116,85,6.0,58,0.0,3,612.0,2
9394,9394,2570.761765,0,72,0.0,93,3.0,1,345.6,1
9396,9396,4692.098956,0,69,31.0,89,0.0,5,506.92275,1
9398,9398,5595.389905,74454,71,25.0,29,0.0,3,340.8,2
9401,9401,5363.405969,64324,67,7.0,67,0.0,3,321.6,2
9404,9404,4254.620669,11904,61,34.0,11,2.0,3,292.8,2
9409,9409,3837.451863,21880,97,29.0,37,0.0,1,424.077159,1
9410,9410,7705.283329,25290,66,0.0,4,0.0,2,382.085897,2
9411,9411,3768.086327,43412,94,33.0,38,0.0,1,509.722387,1
9413,9413,10391.78109,81439,90,25.0,40,1.0,2,108.118855,2
9414,9414,11315.20373,11885,101,18.0,39,0.0,2,484.8,2
9415,9415,7344.836277,64371,181,4.0,50,0.0,1,868.8,2
9418,9418,6238.054416,0,90,25.0,63,2.0,7,134.442783,1
9420,9420,2707.429536,51455,67,16.0,85,0.0,1,11.046789,1
9421,9421,4650.063763,28215,65,15.0,26,0.0,3,468.0,1
9423,9423,2848.564466,0,81,26.0,58,0.0,1,583.2,2
9426,9426,18690.34066,0,68,6.0,94,0.0,2,326.4,2
9427,9427,4428.625763,18263,117,1.0,18,0.0,1,758.333096,2
9430,9430,7824.492263,64543,65,1.0,84,0.0,2,200.177163,2
9431,9431,7668.809595,92456,95,8.0,3,0.0,4,456.0,1
9433,9433,5325.724541,0,73,17.0,44,0.0,7,496.474767,2
9434,9434,3596.83011,30694,91,22.0,23,1.0,1,436.8,2
9435,9435,2480.529264,29444,63,5.0,84,0.0,1,302.4,1
9439,9439,7542.713967,0,111,7.0,25,0.0,3,1186.972445,1
9442,9442,9472.956706,0,131,4.0,49,0.0,9,628.8,1
9445,9445,30647.63125,0,105,8.0,29,0.0,2,1212.054819,2
9447,9447,5510.107444,61401,69,8.0,77,0.0,3,144.439335,1
9448,9448,4865.848218,21498,63,23.0,72,0.0,9,302.4,2
9449,9449,12765.77704,0,117,13.0,47,0.0,2,842.4,1
9450,9450,8657.968597,68727,72,15.0,49,0.0,2,171.475838,1
9451,9451,9079.823377,20290,113,6.0,75,0.0,3,766.519022,2
9456,9456,6503.397049,22081,84,1.0,9,0.0,6,451.670309,2
9459,9459,2759.978287,92296,69,4.0,65,0.0,1,331.2,1
9462,9462,5350.214918,41336,68,33.0,25,0.0,5,263.090605,2
9464,9464,20215.3918,77058,63,16.0,42,0.0,2,119.331041,2
9465,9465,5879.176092,85857,73,3.0,19,0.0,6,100.620067,2
9467,9467,13111.11319,67197,111,2.0,9,0.0,2,147.948783,1
9469,9469,5737.499595,68946,71,15.0,31,0.0,8,309.627788,1
9470,9470,2331.325089,27398,68,4.0,39,1.0,1,326.4,2
9471,9471,11030.66148,35773,93,25.0,89,0.0,2,446.4,1
9473,9473,8679.79601,55842,109,4.0,26,0.0,3,703.118925,2
9474,9474,2510.593651,0,70,25.0,30,0.0,1,522.41314,1
9477,9477,50568.25912,82081,249,1.0,62,0.0,2,753.760098,2
9482,9482,4661.984144,0,68,0.0,48,1.0,5,489.6,2
9485,9485,7857.303868,0,104,12.0,7,0.0,3,499.2,1
9493,9493,2530.810167,37811,63,25.0,14,0.0,1,365.002909,2
9494,9494,5147.11023,33171,65,27.0,17,0.0,3,236.643695,2
9496,9496,27420.81318,0,112,23.0,20,0.0,2,537.6,2
9497,9497,6198.793072,24053,87,33.0,53,1.0,7,624.532492,2
9498,9498,19160.98994,22705,239,19.0,59,0.0,7,1294.700423,2
9504,9504,4674.705262,35830,118,4.0,50,1.0,1,597.259924,2
9508,9508,1904.000852,0,63,22.0,7,3.0,1,302.4,1
9512,9512,5122.718927,58206,64,2.0,56,0.0,3,454.188803,1
9513,9513,6907.554242,42790,87,10.0,74,0.0,3,290.057111,1
9515,9515,8193.091589,54840,72,18.0,59,3.0,2,468.728516,1
9518,9518,8927.134298,96768,111,6.0,65,2.0,3,2.549986,2
9520,9520,5494.87251,89205,68,28.0,86,0.0,6,165.523154,2
9522,9522,5639.941974,73168,70,21.0,50,0.0,3,425.800112,1
9523,9523,8083.541953,0,116,7.0,23,0.0,8,820.018767,1
9536,9536,5126.836814,85522,64,1.0,56,0.0,3,165.002742,1
9540,9540,2724.262292,0,70,21.0,70,0.0,1,405.384524,2
9541,9541,7258.992716,60969,61,9.0,5,0.0,2,146.119178,1
9549,9549,2598.061204,62566,65,4.0,3,1.0,1,48.344273,2
9551,9551,2496.167004,49136,64,7.0,95,0.0,1,307.2,2
9552,9552,8737.837514,61281,110,7.0,16,0.0,7,79.865605,2
9553,9553,3567.503755,0,102,28.0,11,0.0,1,660.430456,1
9560,9560,5686.743252,26409,71,30.0,70,0.0,5,475.166267,1
9562,9562,5905.971667,59848,73,5.0,98,1.0,3,131.614733,2
9563,9563,4144.868939,64478,103,30.0,92,0.0,1,8.281829,1
9564,9564,4219.02412,62396,107,24.0,52,0.0,1,693.414133,2
9567,9567,9419.883665,87840,118,22.0,42,1.0,3,161.590594,2
9568,9568,12913.49818,62448,107,0.0,11,0.0,2,513.6,1
9570,9570,2818.31302,88816,70,33.0,9,0.0,1,164.282841,1
9572,9572,9718.463569,0,65,12.0,46,0.0,2,312.0,1
9575,9575,2661.033435,35503,67,14.0,95,0.0,1,216.173135,1
9577,9577,5811.61185,0,79,10.0,22,0.0,8,304.550129,1
9578,9578,7948.544751,23916,68,33.0,86,0.0,2,481.113765,2
9579,9579,5479.854218,38210,69,25.0,41,0.0,3,383.043363,1
9580,9580,16710.83929,73049,139,3.0,42,0.0,2,284.43696,2
9581,9581,19160.98994,22705,239,19.0,59,0.0,7,1294.700423,2
9582,9582,2757.383982,50414,69,25.0,34,0.0,1,331.2,1
9583,9583,3044.78946,17489,85,31.0,28,0.0,1,587.689075,1
9590,9590,14635.45158,0,139,5.0,56,0.0,2,667.2,2
9592,9592,4362.931238,58842,110,6.0,74,0.0,1,528.0,1
9598,9598,4270.034394,0,122,27.0,2,0.0,1,725.870693,1
9599,9599,2659.337982,24495,70,29.0,65,0.0,1,336.0,1
9601,9601,5503.919257,59932,71,16.0,77,1.0,3,116.600107,2
9604,9604,13862.10016,96950,115,20.0,74,0.0,2,633.132017,2
9613,9613,2213.187935,0,63,0.0,66,0.0,1,305.552429,2
9617,9617,2712.915597,58508,69,32.0,11,0.0,1,57.614392,2
9619,9619,5729.855012,92254,70,7.0,94,0.0,7,245.593225,2
9620,9620,7072.928971,90551,61,28.0,4,4.0,2,374.527412,2
9621,9621,16510.96722,31356,68,25.0,13,0.0,2,326.4,2
9622,9622,7783.78421,48689,191,15.0,18,0.0,1,985.193759,1
9626,9626,15860.03591,0,136,10.0,41,0.0,2,46.098963,2
9627,9627,5520.149969,26129,70,4.0,38,0.0,3,419.187114,1
9630,9630,6826.797741,0,68,13.0,26,0.0,2,489.6,2
9632,9632,2119.894333,18287,61,6.0,56,4.0,1,292.8,1
9633,9633,15503.72309,29932,64,34.0,5,0.0,2,319.710124,2
9634,9634,12010.93726,0,119,3.0,24,0.0,2,856.8,2
9635,9635,5505.057003,86132,68,30.0,10,0.0,3,301.437365,1
9639,9639,4160.018087,96263,103,5.0,5,0.0,1,1.924709,1
9640,9640,2457.440923,29486,62,19.0,73,0.0,1,7.646763,2
9642,9642,8896.500265,26201,112,4.0,48,0.0,8,168.901895,1
9643,9643,9061.63365,0,65,19.0,87,0.0,2,413.288528,2
9646,9646,9810.407902,0,131,15.0,90,0.0,8,628.8,2
9648,9648,8485.385641,0,244,10.0,99,0.0,1,1756.8,2
9650,9650,6386.278164,23751,82,4.0,9,1.0,7,586.921708,1
9651,9651,2397.036098,22283,65,16.0,93,0.0,1,572.072106,1
9654,9654,8265.379176,0,77,17.0,41,0.0,2,554.4,2
9655,9655,6019.92547,68658,77,7.0,60,0.0,8,296.261405,1
9659,9659,5498.661301,33191,70,9.0,80,0.0,9,443.53718,1
9660,9660,8982.850377,43490,114,24.0,63,4.0,6,174.588413,2
9661,9661,5599.668502,0,73,1.0,60,0.0,5,350.4,2
9663,9663,14917.33495,0,190,1.0,36,0.0,3,1368.0,1
9665,9665,3237.996209,60244,83,3.0,72,3.0,1,326.281835,1
9669,9669,4903.810606,0,66,19.0,29,0.0,8,469.6093,2
9672,9672,7870.360084,75740,98,8.0,42,0.0,3,46.702524,2
9673,9673,2780.845565,88704,69,16.0,78,0.0,1,259.714887,2
9674,9674,5512.342258,45971,138,15.0,91,0.0,1,139.826393,2
9675,9675,5271.372558,13215,74,30.0,17,1.0,3,443.772927,2
9678,9678,6712.294021,44891,83,12.0,75,0.0,6,74.803791,2
9682,9682,4882.493829,80604,61,22.0,86,0.0,3,255.982609,2
9683,9683,6507.751779,0,97,4.0,11,0.0,4,863.219668,1
9685,9685,14944.83656,0,68,11.0,52,0.0,2,326.4,2
9686,9686,2520.818611,39377,64,7.0,53,0.0,1,307.2,2
9690,9690,5543.802692,64255,70,7.0,36,0.0,8,193.86537,2
9693,9693,6187.345744,0,88,17.0,25,0.0,6,633.6,2
9694,9694,5354.365535,17099,69,13.0,28,0.0,9,331.2,2
9695,9695,10972.06778,24164,137,2.0,40,0.0,5,657.6,1
9696,9696,32021.40422,31433,100,5.0,23,0.0,2,635.020091,1
9697,9697,5754.746414,34847,73,26.0,24,0.0,7,525.6,1
9701,9701,5163.838813,88692,64,29.0,26,0.0,5,253.193647,2
9702,9702,4420.248983,0,68,0.0,93,3.0,5,546.420009,1
9703,9703,2446.664534,82225,61,24.0,27,0.0,1,292.8,2
9707,9707,14435.67365,60880,119,25.0,89,0.0,2,109.906628,1
9708,9708,13742.53724,90343,175,11.0,68,0.0,3,833.072722,1
9711,9711,5904.088162,97413,73,21.0,80,0.0,6,268.819985,1
9712,9712,4087.512572,24123,104,7.0,61,0.0,1,748.8,2
9713,9713,13799.05459,0,127,20.0,31,0.0,2,609.6,2
9716,9716,3567.503755,0,102,28.0,11,0.0,1,660.430456,1
9718,9718,7910.866718,77577,199,14.0,37,1.0,1,35.768916,1
9719,9719,8672.814261,0,125,8.0,61,0.0,3,600.0,2
9722,9722,13357.44544,0,124,13.0,1,0.0,2,696.034509,2
9727,9727,2491.317024,36631,62,30.0,77,0.0,1,67.530904,1
9728,9728,6006.211611,85510,74,19.0,68,0.0,4,355.2,2
9730,9730,8184.691323,82680,68,8.0,86,0.0,2,326.4,1
9731,9731,7596.143777,56225,97,10.0,95,0.0,3,465.6,1
9733,9733,8593.866533,91276,105,14.0,4,0.0,4,504.0,2
9735,9735,29676.81386,33992,194,15.0,46,1.0,2,931.2,2
9737,9737,4369.496687,97321,110,35.0,46,0.0,1,74.744643,1
9739,9739,6057.07208,27681,83,13.0,62,0.0,9,398.4,2
9741,9741,3885.456401,0,105,3.0,92,0.0,1,504.0,2
9743,9743,5780.182197,51066,74,23.0,0,0.0,8,787.993313,2
9749,9749,2705.987629,0,83,15.0,85,1.0,1,398.4,2
9752,9752,4257.477861,49853,109,17.0,47,0.0,1,679.534284,1
9754,9754,8364.502793,0,110,7.0,40,0.0,5,528.0,1
9755,9755,6465.223746,0,92,9.0,24,0.0,3,662.4,2
9760,9760,5878.199296,22061,74,25.0,25,0.0,8,355.2,1
9763,9763,12904.94336,27778,109,30.0,14,0.0,2,523.2,2
9766,9766,2496.766693,0,73,13.0,33,0.0,1,350.4,2
9769,9769,3339.299496,38821,87,14.0,64,0.0,1,488.84232,1
9770,9770,3040.253837,0,83,30.0,44,0.0,1,989.105367,1
9775,9775,4072.849436,96443,102,1.0,17,0.0,1,489.6,1
9779,9779,19597.05706,64559,62,31.0,90,0.0,2,107.538749,1
9780,9780,7439.978924,0,108,2.0,94,0.0,5,518.4,1
9781,9781,7838.068321,0,69,9.0,12,0.0,2,2.704934,2
9783,9783,8215.388242,0,110,10.0,32,0.0,7,601.021286,2
9785,9785,21561.71277,0,110,11.0,59,0.0,2,792.0,1
9787,9787,10629.21789,36495,133,14.0,97,1.0,3,229.930796,1
9788,9788,5112.104787,15131,67,14.0,13,0.0,9,321.6,1
9791,9791,5619.849825,66620,70,13.0,75,0.0,7,336.0,2
9793,9793,2685.738737,45754,69,34.0,88,0.0,1,333.189774,1
9794,9794,10408.96865,20228,101,3.0,43,1.0,2,523.815839,2
9795,9795,5670.442396,28406,72,16.0,35,1.0,4,192.87572,1
9796,9796,2535.223185,69259,63,3.0,30,0.0,1,362.51794,2
9800,9800,10129.50677,0,68,34.0,31,0.0,2,326.4,1
9801,9801,22029.1505,0,121,27.0,58,0.0,2,580.8,1
9803,9803,32437.0535,0,99,15.0,85,0.0,2,475.2,2
9808,9808,9185.025301,73795,116,1.0,77,1.0,3,501.716934,1
9809,9809,4235.183999,60334,106,5.0,67,0.0,1,111.164747,2
9817,9817,4650.063763,28215,65,15.0,26,0.0,3,468.0,1
9821,9821,16355.31386,29439,146,4.0,10,0.0,2,700.8,2
9829,9829,6185.337641,21020,80,1.0,36,0.0,4,178.371281,2
9831,9831,11472.23701,62134,73,13.0,14,0.0,2,25.333594,2
9832,9832,3423.822189,99816,86,0.0,0,0.0,1,172.913031,1
9833,9833,6745.248379,0,192,1.0,27,0.0,1,1921.248929,2
9834,9834,2733.431887,93558,67,19.0,5,0.0,1,478.234236,1
9841,9841,26134.90739,0,111,1.0,72,0.0,2,673.262794,1
9843,9843,7375.567916,33345,65,32.0,52,0.0,2,338.619869,2
9844,9844,2628.563096,84498,65,18.0,83,0.0,1,255.210049,1
9847,9847,4221.312544,0,62,12.0,68,0.0,3,614.081483,2
9849,9849,3470.177816,94885,86,18.0,10,3.0,1,170.532133,1
9852,9852,5509.895664,78879,69,9.0,67,1.0,4,466.570791,1
9854,9854,8002.308333,0,107,3.0,65,0.0,3,513.6,1
9856,9856,22195.80299,78965,183,3.0,78,0.0,2,145.587985,2
9863,9863,9051.712161,60964,113,21.0,16,0.0,4,327.723713,1
9865,9865,8151.719109,0,114,9.0,27,0.0,5,820.8,2
9869,9869,8509.850887,26057,74,3.0,63,0.0,2,523.888845,1
9871,9871,3692.583567,0,105,28.0,69,0.0,1,756.0,1
9872,9872,8720.458745,25752,73,28.0,85,0.0,2,378.262864,1
9876,9876,2499.498786,28082,64,9.0,63,0.0,1,578.499499,2
9877,9877,4718.558501,15680,64,20.0,29,0.0,8,260.879903,2
9882,9882,4958.016206,22842,65,20.0,53,0.0,9,468.0,2
9883,9883,12875.59874,26121,119,12.0,51,0.0,2,754.115474,2
9884,9884,2464.510412,40982,62,6.0,88,0.0,1,106.665934,1
9888,9888,13869.92705,28432,118,1.0,59,0.0,2,612.300581,1
9890,9890,6679.139606,0,91,3.0,94,0.0,5,655.2,2
9893,9893,2690.477161,60060,67,24.0,12,0.0,1,320.629479,1
9894,9894,8646.504109,64125,108,3.0,44,0.0,3,369.818708,1
9895,9895,8819.018934,99845,110,23.0,25,1.0,8,528.0,1
9896,9896,8545.608946,35456,109,14.0,58,0.0,6,505.082702,2
9898,9898,13345.13545,80277,112,6.0,40,1.0,2,36.975673,1
9904,9904,7807.216137,52162,99,1.0,63,0.0,4,251.152889,1
9905,9905,11436.42994,0,135,12.0,84,4.0,2,980.52817,1
9908,9908,3163.283136,97266,79,29.0,84,0.0,1,546.052144,1
9912,9912,2398.740007,24182,66,12.0,32,0.0,1,316.8,1
9913,9913,8175.315246,0,80,25.0,80,0.0,2,384.0,1
9917,9917,3028.780121,0,94,27.0,52,1.0,1,483.881752,2
9920,9920,4236.814353,0,61,21.0,13,0.0,3,292.8,2
9923,9923,10004.02761,0,94,7.0,4,0.0,2,807.168846,2
9929,9929,2780.729047,94943,69,3.0,22,0.0,1,387.545055,2
9933,9933,2552.00081,50201,64,21.0,99,0.0,1,99.894584,1
9937,9937,4860.580033,41126,61,28.0,89,0.0,8,199.281404,1
9939,9939,7294.40195,83488,90,14.0,20,0.0,3,432.784577,2
9940,9940,6872.043512,0,64,0.0,72,0.0,2,585.058877,1
9941,9941,4250.282624,0,61,17.0,1,1.0,7,292.8,1
9944,9944,4306.55935,26322,111,8.0,94,2.0,1,180.346146,2
9950,9950,5895.106386,78352,74,33.0,3,0.0,7,152.365482,2
9951,9951,5973.976904,41611,74,14.0,8,0.0,8,113.801497,1
9953,9953,3728.83013,0,105,13.0,22,0.0,1,756.0,2
9954,9954,6553.943457,0,61,4.0,68,0.0,2,365.820487,1
9955,9955,10865.86075,0,110,27.0,48,1.0,2,1066.913401,2
9958,9958,9031.214859,0,122,15.0,47,0.0,9,650.52179,2
9959,9959,2885.742441,35654,72,17.0,19,0.0,1,515.122954,2
9961,9961,2482.195895,31093,64,1.0,22,0.0,1,274.956819,1
9962,9962,4594.263722,0,63,11.0,10,1.0,3,139.331764,1
9963,9963,3933.813993,25927,103,6.0,20,0.0,1,674.973614,1
9964,9964,2395.57,21986,63,1.0,9,0.0,1,333.696228,1
9967,9967,14137.23043,31794,119,12.0,16,0.0,2,571.2,2
9968,9968,10622.51656,25634,67,12.0,53,0.0,2,144.728404,1
9969,9969,10881.77039,73268,137,30.0,35,0.0,3,41.139806,2
9970,9970,23208.39416,60233,116,29.0,63,0.0,2,481.265179,1
9971,9971,2744.519593,94648,69,19.0,64,0.0,1,331.2,2
9972,9972,5470.060561,54507,138,20.0,11,0.0,1,702.990032,2
9974,9974,5368.887709,59601,67,28.0,2,0.0,6,321.6,1
9978,9978,8858.352032,0,80,6.0,28,0.0,2,81.255741,2
9984,9984,5293.368089,38521,134,15.0,71,0.0,1,557.184015,2
